Product_ID,Product_Name,Category,Sub_Category,Price,Customer_Age,Customer_Gender,Purchase_History,Review_Rating,Review_Sentiment,Product_new
P3746,Jacket,Clothing,Jackets,104.85,43,Female,17,5,Neutral,JacketHola
P3747,Washing Machine,Home Appliances,Air Conditioner,281.88,33,Female,26,5,Positive,Washing MachineHola
P3748,Air Conditioner,Home Appliances,Air Conditioner,450.96,35,Male,11,4,Positive,Air ConditionerHola
P3749,Cabinet,Furniture,Cabinet,894.06,55,Male,10,5,Positive,CabinetHola
P3750,Jacket,Clothing,Jackets,188.53,51,Female,16,4,Positive,JacketHola
P3751,Microwave,Home Appliances,Washing Machine,156.93,38,Male,15,3,Neutral,MicrowaveHola
P3752,T-Shirt,Clothing,Shoes,76.97,32,Male,29,3,Positive,T-ShirtHola
P3753,Shampoo,Beauty,Skin Care,5.36,21,Male,28,1,Negative,ShampooHola
P3754,Basketball,Sports,Tennis Racket,530.47,49,Male,25,5,Positive,BasketballHola
P3755,Bookshelf,Furniture,Table,1116.16,38,Female,30,4,Very Positive,BookshelfHola
P3756,Tablet,Electronics,Laptops,130.57,64,Male,18,5,Positive,TabletHola
P3757,Bookshelf,Furniture,Table,1280.37,44,Male,14,4,Very Positive,BookshelfHola
P3758,Sofa,Furniture,Cabinet,415.59,19,Female,13,4,Positive,SofaHola
P3759,Smartphone,Electronics,Smartwatches,201.05,52,Female,2,4,Very Positive,SmartphoneHola
P3760,Basketball,Sports,Yoga Mat,222.01,36,Male,26,5,Very Positive,BasketballHola
P3761,Laptop,Electronics,Mobile Phones,1394.3,39,Female,26,4,Positive,LaptopHola
P3762,Soccer Ball,Sports,Yoga Mat,32.49,51,Male,7,3,Neutral,Soccer BallHola
P3763,Nail Polish,Beauty,Fragrance,29.23,54,Female,12,1,Negative,Nail PolishHola
P3764,Shampoo,Beauty,Fragrance,61.97,26,Female,12,5,Neutral,ShampooHola
P3765,Dining Table,Furniture,Table,418.94,57,Female,9,5,Positive,Dining TableHola
P3766,Pants,Clothing,T-Shirts,156.68,40,Male,19,5,Neutral,PantsHola
P3767,Bicycle,Sports,Football,63.07,63,Female,9,3,Neutral,BicycleHola
P3768,Cabinet,Furniture,Table,1098.98,39,Female,29,4,Very Positive,CabinetHola
P3769,Skincare Cream,Beauty,Fragrance,129.37,49,Male,29,5,Neutral,Skincare CreamHola
P3770,Vacuum Cleaner,Home Appliances,Washing Machine,934.27,19,Male,38,4,Very Positive,Vacuum CleanerHola
P3771,Jacket,Clothing,T-Shirts,10.82,24,Male,25,1,Negative,JacketHola
P3772,Foundation,Beauty,Nail Polish,45.26,35,Male,10,2,Neutral,FoundationHola
P3773,Soccer Ball,Sports,Yoga Mat,462.88,30,Female,22,5,Positive,Soccer BallHola
P3774,Wireless Mouse,Electronics,Laptops,1061.41,46,Female,16,5,Positive,Wireless MouseHola
P3775,Bicycle,Sports,Basketball,746.44,43,Female,13,4,Very Positive,BicycleHola
P3776,Pants,Clothing,T-Shirts,85.28,51,Female,5,4,Neutral,PantsHola
P3777,Dining Table,Furniture,Table,946.46,27,Male,26,4,Positive,Dining TableHola
P3778,Jacket,Clothing,Pants,108.22,29,Female,39,3,Neutral,JacketHola
P3779,Refrigerator,Home Appliances,Washing Machine,55.73,56,Male,15,3,Neutral,RefrigeratorHola
P3780,Sweater,Clothing,Pants,145.52,29,Female,7,3,Neutral,SweaterHola
P3781,Chair,Furniture,Sofa,265.95,65,Male,7,5,Very Positive,ChairHola
P3782,Sofa,Furniture,Cabinet,200.48,40,Female,21,4,Very Positive,SofaHola
P3783,Sweater,Clothing,Dresses,111.5,37,Male,19,4,Positive,SweaterHola
P3784,Smartwatch,Electronics,Mobile Phones,905.06,43,Female,21,5,Positive,SmartwatchHola
P3785,Sweater,Clothing,Sweaters,127.47,41,Male,17,5,Neutral,SweaterHola
P3786,Vacuum Cleaner,Home Appliances,Washing Machine,766.4,24,Male,46,5,Very Positive,Vacuum CleanerHola
P3787,Basketball,Sports,Tennis Racket,779.46,26,Male,50,4,Positive,BasketballHola
P3788,Lipstick,Beauty,Nail Polish,73.26,60,Female,6,3,Neutral,LipstickHola
P3789,Shoes,Clothing,Pants,38.16,24,Female,46,1,Neutral,ShoesHola
P3790,Microwave,Home Appliances,Air Conditioner,699.92,36,Female,12,5,Very Positive,MicrowaveHola
P3791,Headphones,Electronics,Speakers,1490.64,62,Male,2,4,Positive,HeadphonesHola
P3792,Washing Machine,Home Appliances,Refrigerator,845.39,18,Female,8,5,Very Positive,Washing MachineHola
P3793,Foundation,Beauty,Fragrance,171.19,64,Female,8,5,Positive,FoundationHola
P3794,Sweater,Clothing,Jackets,191.06,61,Male,13,3,Neutral,SweaterHola
P3795,Dress,Clothing,Sweaters,182.23,20,Female,39,3,Positive,DressHola
P3796,Sofa,Furniture,Table,839.23,60,Female,4,5,Very Positive,SofaHola
P3797,Microwave,Home Appliances,Air Conditioner,946.0,40,Female,10,4,Positive,MicrowaveHola
P3798,Tablet,Electronics,Tablets,733.53,50,Male,7,4,Positive,TabletHola
P3799,Bluetooth Speaker,Electronics,Tablets,384.31,63,Female,15,4,Positive,Bluetooth SpeakerHola
P3800,Air Conditioner,Home Appliances,Washing Machine,993.62,62,Female,19,4,Positive,Air ConditionerHola
P3801,Soccer Ball,Sports,Bicycle,309.45,39,Female,12,5,Very Positive,Soccer BallHola
P3802,Wireless Mouse,Electronics,Laptops,372.96,21,Female,40,5,Very Positive,Wireless MouseHola
P3803,Dress,Clothing,T-Shirts,170.83,61,Female,15,5,Neutral,DressHola
P3804,Skincare Cream,Beauty,Nail Polish,178.43,63,Female,20,3,Positive,Skincare CreamHola
P3805,Sweater,Clothing,Sweaters,115.44,36,Female,27,3,Positive,SweaterHola
P3806,Sofa,Furniture,Cabinet,1427.79,26,Female,21,5,Positive,SofaHola
P3807,Jacket,Clothing,Sweaters,97.33,40,Female,27,4,Positive,JacketHola
P3808,Microwave,Home Appliances,Washing Machine,979.0,29,Male,39,4,Positive,MicrowaveHola
P3809,Smartphone,Electronics,Smartwatches,112.6,22,Male,22,5,Positive,SmartphoneHola
P3810,Yoga Mat,Sports,Bicycle,710.07,44,Male,20,4,Very Positive,Yoga MatHola
P3811,Skincare Cream,Beauty,Nail Polish,32.87,21,Male,23,1,Neutral,Skincare CreamHola
P3812,Shoes,Clothing,Pants,72.98,23,Female,26,4,Positive,ShoesHola
P3813,Tennis Racket,Sports,Football,23.04,33,Male,18,3,Negative,Tennis RacketHola
P3814,Soccer Ball,Sports,Basketball,668.17,42,Female,19,4,Very Positive,Soccer BallHola
P3815,Chair,Furniture,Sofa,280.83,59,Female,3,5,Very Positive,ChairHola
P3816,Bluetooth Speaker,Electronics,Smartwatches,324.66,41,Female,22,4,Very Positive,Bluetooth SpeakerHola
P3817,Bicycle,Sports,Bicycle,102.27,23,Female,15,4,Neutral,BicycleHola
P3818,Soccer Ball,Sports,Bicycle,565.08,55,Female,11,4,Very Positive,Soccer BallHola
P3819,Vacuum Cleaner,Home Appliances,Vacuum Cleaner,762.78,30,Male,26,4,Positive,Vacuum CleanerHola
P3820,Yoga Mat,Sports,Football,63.77,63,Male,9,3,Neutral,Yoga MatHola
P3821,Lipstick,Beauty,Hair Care,7.7,59,Male,13,1,Neutral,LipstickHola
P3822,Refrigerator,Home Appliances,Air Conditioner,369.15,36,Male,11,4,Very Positive,RefrigeratorHola
P3823,Vacuum Cleaner,Home Appliances,Air Conditioner,710.92,33,Male,13,5,Very Positive,Vacuum CleanerHola
P3824,Perfume,Beauty,Fragrance,18.38,49,Male,10,2,Negative,PerfumeHola
P3825,Bookshelf,Furniture,Sofa,868.88,61,Female,1,4,Positive,BookshelfHola
P3826,Vacuum Cleaner,Home Appliances,Air Conditioner,123.56,63,Female,13,5,Positive,Vacuum CleanerHola
P3827,Bicycle,Sports,Yoga Mat,768.54,59,Female,1,5,Very Positive,BicycleHola
P3828,Smartphone,Electronics,Speakers,1085.06,30,Female,15,5,Very Positive,SmartphoneHola
P3829,Chair,Furniture,Chair,1246.13,59,Female,18,4,Very Positive,ChairHola
P3830,Yoga Mat,Sports,Yoga Mat,169.56,52,Female,0,3,Positive,Yoga MatHola
P3831,Bluetooth Speaker,Electronics,Laptops,1323.08,51,Female,1,4,Positive,Bluetooth SpeakerHola
P3832,Smartwatch,Electronics,Headphones,874.38,52,Male,0,5,Positive,SmartwatchHola
P3833,Sweater,Clothing,Dresses,51.56,54,Female,11,5,Positive,SweaterHola
P3834,Sweater,Clothing,Jackets,161.47,41,Male,24,4,Neutral,SweaterHola
P3835,Wireless Mouse,Electronics,Laptops,1492.14,35,Female,13,5,Very Positive,Wireless MouseHola
P3836,Vacuum Cleaner,Home Appliances,Microwave,394.73,27,Female,50,5,Positive,Vacuum CleanerHola
P3837,Chair,Furniture,Cabinet,1018.47,63,Male,4,5,Positive,ChairHola
P3838,Yoga Mat,Sports,Basketball,546.57,57,Female,8,5,Very Positive,Yoga MatHola
P3839,Vacuum Cleaner,Home Appliances,Refrigerator,644.27,43,Male,18,4,Positive,Vacuum CleanerHola
P3840,Chair,Furniture,Cabinet,343.89,30,Male,25,4,Very Positive,ChairHola
P3841,Basketball,Sports,Yoga Mat,778.57,54,Female,3,4,Very Positive,BasketballHola
P3842,Tennis Racket,Sports,Basketball,345.29,45,Male,19,5,Positive,Tennis RacketHola
P3843,Wireless Mouse,Electronics,Laptops,123.28,65,Male,11,3,Neutral,Wireless MouseHola
P3844,Bookshelf,Furniture,Cabinet,1445.2,49,Female,27,5,Positive,BookshelfHola
P3845,Laptop,Electronics,Tablets,139.94,18,Male,40,5,Positive,LaptopHola
P3846,Smartwatch,Electronics,Mobile Phones,1307.79,22,Female,37,4,Very Positive,SmartwatchHola
P3847,Shoes,Clothing,Pants,109.47,35,Male,28,4,Neutral,ShoesHola
P3848,Bicycle,Sports,Basketball,55.09,20,Female,13,3,Positive,BicycleHola
P3849,Bicycle,Sports,Football,543.08,50,Male,0,4,Very Positive,BicycleHola
P3850,Nail Polish,Beauty,Nail Polish,138.74,19,Male,47,4,Positive,Nail PolishHola
P3851,Tennis Racket,Sports,Bicycle,266.15,34,Male,10,4,Positive,Tennis RacketHola
P3852,Dress,Clothing,Pants,182.03,27,Female,44,3,Positive,DressHola
P3853,Soccer Ball,Sports,Tennis Racket,20.02,39,Female,23,2,Neutral,Soccer BallHola
P3854,Basketball,Sports,Tennis Racket,664.14,29,Male,15,4,Very Positive,BasketballHola
P3855,Tennis Racket,Sports,Tennis Racket,95.45,21,Female,34,3,Neutral,Tennis RacketHola
P3856,Basketball,Sports,Tennis Racket,114.65,50,Female,16,5,Positive,BasketballHola
P3857,Yoga Mat,Sports,Tennis Racket,321.11,49,Male,30,5,Positive,Yoga MatHola
P3858,Vacuum Cleaner,Home Appliances,Vacuum Cleaner,309.82,35,Male,10,4,Positive,Vacuum CleanerHola
P3859,Basketball,Sports,Basketball,669.28,18,Male,43,4,Very Positive,BasketballHola
P3860,Bicycle,Sports,Football,127.02,20,Female,14,5,Neutral,BicycleHola
P3861,Laptop,Electronics,Laptops,1081.84,24,Male,43,4,Positive,LaptopHola
P3862,Jeans,Clothing,Pants,75.54,53,Female,8,3,Neutral,JeansHola
P3863,Jacket,Clothing,Pants,60.21,48,Female,27,4,Positive,JacketHola
P3864,Chair,Furniture,Sofa,782.39,65,Female,16,4,Very Positive,ChairHola
P3865,Soccer Ball,Sports,Bicycle,155.75,43,Female,20,4,Positive,Soccer BallHola
P3866,Pants,Clothing,Shoes,166.89,64,Female,9,4,Neutral,PantsHola
P3867,Lipstick,Beauty,Fragrance,199.39,28,Male,10,4,Positive,LipstickHola
P3868,Tennis Racket,Sports,Basketball,24.17,32,Male,12,3,Negative,Tennis RacketHola
P3869,Jacket,Clothing,Sweaters,109.82,32,Male,27,4,Neutral,JacketHola
P3870,Vacuum Cleaner,Home Appliances,Microwave,50.23,53,Male,8,5,Positive,Vacuum CleanerHola
P3871,Chair,Furniture,Bookshelf,992.63,23,Female,22,4,Positive,ChairHola
P3872,Sweater,Clothing,Shoes,96.53,31,Male,14,5,Neutral,SweaterHola
P3873,Washing Machine,Home Appliances,Air Conditioner,983.86,38,Male,12,5,Very Positive,Washing MachineHola
P3874,Headphones,Electronics,Headphones,1163.19,27,Female,19,5,Very Positive,HeadphonesHola
P3875,Soccer Ball,Sports,Basketball,666.11,22,Male,14,5,Very Positive,Soccer BallHola
P3876,Smartwatch,Electronics,Smartwatches,893.51,31,Female,19,4,Very Positive,SmartwatchHola
P3877,Microwave,Home Appliances,Vacuum Cleaner,704.07,29,Female,17,4,Positive,MicrowaveHola
P3878,Soccer Ball,Sports,Tennis Racket,487.43,23,Female,8,5,Very Positive,Soccer BallHola
P3879,Lipstick,Beauty,Hair Care,115.29,23,Female,37,3,Positive,LipstickHola
P3880,Dress,Clothing,Shoes,166.81,39,Female,19,4,Positive,DressHola
P3881,Pants,Clothing,Sweaters,69.18,55,Male,16,5,Positive,PantsHola
P3882,Refrigerator,Home Appliances,Air Conditioner,157.87,23,Female,36,4,Neutral,RefrigeratorHola
P3883,Bookshelf,Furniture,Chair,407.47,37,Male,26,5,Very Positive,BookshelfHola
P3884,T-Shirt,Clothing,Dresses,74.56,20,Female,30,3,Neutral,T-ShirtHola
P3885,Dishwasher,Home Appliances,Washing Machine,229.73,35,Female,23,4,Positive,DishwasherHola
P3886,Microwave,Home Appliances,Vacuum Cleaner,72.33,52,Female,7,5,Neutral,MicrowaveHola
P3887,Tablet,Electronics,Laptops,1445.59,19,Female,34,5,Positive,TabletHola
P3888,Bicycle,Sports,Yoga Mat,515.9,29,Female,5,5,Very Positive,BicycleHola
P3889,Cabinet,Furniture,Cabinet,1203.45,50,Male,18,5,Very Positive,CabinetHola
P3890,Yoga Mat,Sports,Football,325.64,26,Male,19,4,Very Positive,Yoga MatHola
P3891,Dress,Clothing,Shoes,164.27,62,Female,13,5,Neutral,DressHola
P3892,Bookshelf,Furniture,Cabinet,860.66,48,Male,27,5,Positive,BookshelfHola
P3893,Bicycle,Sports,Football,24.23,21,Female,29,1,Neutral,BicycleHola
P3894,Bookshelf,Furniture,Cabinet,1074.03,55,Male,11,4,Positive,BookshelfHola
P3895,Football,Sports,Bicycle,428.53,50,Female,20,5,Very Positive,FootballHola
P3896,Vacuum Cleaner,Home Appliances,Refrigerator,587.98,48,Female,27,4,Very Positive,Vacuum CleanerHola
P3897,Couch,Furniture,Sofa,148.55,40,Female,28,3,Positive,CouchHola
P3898,Cabinet,Furniture,Bookshelf,1479.2,31,Male,21,4,Positive,CabinetHola
P3899,Headphones,Electronics,Laptops,743.5,36,Male,27,5,Very Positive,HeadphonesHola
P3900,Yoga Mat,Sports,Basketball,52.1,62,Male,0,4,Positive,Yoga MatHola
P3901,Dining Table,Furniture,Bookshelf,502.39,51,Male,19,4,Very Positive,Dining TableHola
P3902,Refrigerator,Home Appliances,Refrigerator,830.17,37,Female,25,5,Positive,RefrigeratorHola
P3903,Dress,Clothing,Jackets,152.46,53,Male,0,5,Positive,DressHola
P3904,Basketball,Sports,Football,426.57,38,Female,22,5,Very Positive,BasketballHola
P3905,Foundation,Beauty,Skin Care,21.57,42,Female,27,2,Neutral,FoundationHola
P3906,Dress,Clothing,Sweaters,190.63,46,Male,27,3,Positive,DressHola
P3907,Soccer Ball,Sports,Basketball,307.13,45,Female,27,5,Very Positive,Soccer BallHola
P3908,Nail Polish,Beauty,Skin Care,72.31,57,Female,10,5,Positive,Nail PolishHola
P3909,Skincare Cream,Beauty,Makeup,196.25,52,Male,4,3,Positive,Skincare CreamHola
P3910,Soccer Ball,Sports,Football,142.5,39,Male,30,4,Neutral,Soccer BallHola
P3911,Smartwatch,Electronics,Laptops,775.73,27,Female,24,5,Positive,SmartwatchHola
P3912,Tablet,Electronics,Laptops,664.19,54,Male,3,4,Very Positive,TabletHola
P3913,Chair,Furniture,Table,100.7,44,Male,27,5,Positive,ChairHola
P3914,Shoes,Clothing,Sweaters,104.26,42,Female,17,4,Neutral,ShoesHola
P3915,Sofa,Furniture,Sofa,1171.59,42,Male,26,4,Positive,SofaHola
P3916,Dishwasher,Home Appliances,Washing Machine,596.48,23,Female,42,5,Positive,DishwasherHola
P3917,Sofa,Furniture,Chair,846.78,46,Female,10,5,Very Positive,SofaHola
P3918,Tennis Racket,Sports,Basketball,89.73,39,Male,23,4,Neutral,Tennis RacketHola
P3919,Dining Table,Furniture,Table,1093.12,32,Male,23,4,Very Positive,Dining TableHola
P3920,Skincare Cream,Beauty,Nail Polish,163.85,33,Male,15,5,Positive,Skincare CreamHola
P3921,Jacket,Clothing,Pants,47.24,51,Male,4,3,Negative,JacketHola
P3922,Dining Table,Furniture,Chair,1132.18,49,Female,16,4,Positive,Dining TableHola
P3923,Dress,Clothing,T-Shirts,108.13,33,Male,19,4,Positive,DressHola
P3924,Sweater,Clothing,Sweaters,155.43,19,Male,46,3,Neutral,SweaterHola
P3925,T-Shirt,Clothing,T-Shirts,177.02,61,Male,18,4,Positive,T-ShirtHola
P3926,Shoes,Clothing,Sweaters,126.19,32,Male,25,5,Positive,ShoesHola
P3927,Perfume,Beauty,Hair Care,60.05,64,Female,16,4,Positive,PerfumeHola
P3928,Wireless Mouse,Electronics,Headphones,1113.19,60,Male,8,4,Very Positive,Wireless MouseHola
P3929,Nail Polish,Beauty,Makeup,119.41,34,Male,19,3,Positive,Nail PolishHola
P3930,Chair,Furniture,Cabinet,573.69,42,Male,15,5,Very Positive,ChairHola
P3931,Dishwasher,Home Appliances,Vacuum Cleaner,595.81,31,Male,10,4,Positive,DishwasherHola
P3932,Sweater,Clothing,Jackets,51.67,55,Female,12,5,Positive,SweaterHola
P3933,Sweater,Clothing,Pants,125.67,57,Female,8,5,Positive,SweaterHola
P3934,Smartwatch,Electronics,Speakers,940.36,45,Male,15,4,Positive,SmartwatchHola
P3935,Shampoo,Beauty,Hair Care,182.5,38,Male,11,3,Neutral,ShampooHola
P3936,Couch,Furniture,Chair,867.16,22,Female,22,4,Very Positive,CouchHola
P3937,Bookshelf,Furniture,Bookshelf,514.31,46,Female,13,5,Positive,BookshelfHola
P3938,Cabinet,Furniture,Table,261.89,60,Male,9,5,Very Positive,CabinetHola
P3939,Wireless Mouse,Electronics,Tablets,419.7,32,Male,16,5,Positive,Wireless MouseHola
P3940,Shampoo,Beauty,Nail Polish,159.58,53,Male,10,5,Positive,ShampooHola
P3941,Tablet,Electronics,Mobile Phones,1411.52,57,Female,1,5,Very Positive,TabletHola
P3942,Dining Table,Furniture,Bookshelf,272.68,46,Female,19,5,Very Positive,Dining TableHola
P3943,Headphones,Electronics,Tablets,1165.04,39,Female,20,5,Very Positive,HeadphonesHola
P3944,Microwave,Home Appliances,Air Conditioner,717.29,41,Male,27,4,Very Positive,MicrowaveHola
P3945,Tablet,Electronics,Speakers,546.7,45,Female,19,5,Positive,TabletHola
P3946,Laptop,Electronics,Smartwatches,1483.66,64,Male,0,4,Very Positive,LaptopHola
P3947,Vacuum Cleaner,Home Appliances,Vacuum Cleaner,145.77,56,Male,12,4,Positive,Vacuum CleanerHola
P3948,Bicycle,Sports,Yoga Mat,603.96,30,Female,20,4,Positive,BicycleHola
P3949,Refrigerator,Home Appliances,Refrigerator,171.78,56,Female,17,5,Positive,RefrigeratorHola
P3950,Laptop,Electronics,Speakers,413.72,41,Male,21,5,Positive,LaptopHola
P3951,Shampoo,Beauty,Makeup,168.74,26,Male,21,4,Neutral,ShampooHola
P3952,Lipstick,Beauty,Nail Polish,107.87,41,Female,12,3,Positive,LipstickHola
P3953,Yoga Mat,Sports,Football,701.92,29,Male,17,4,Very Positive,Yoga MatHola
P3954,Vacuum Cleaner,Home Appliances,Refrigerator,694.71,51,Male,1,4,Very Positive,Vacuum CleanerHola
P3955,Dining Table,Furniture,Sofa,858.04,18,Female,16,4,Very Positive,Dining TableHola
P3956,Couch,Furniture,Table,648.71,20,Female,20,5,Very Positive,CouchHola
P3957,Dining Table,Furniture,Chair,1283.26,58,Male,7,5,Very Positive,Dining TableHola
P3958,Laptop,Electronics,Headphones,1016.76,61,Female,13,5,Very Positive,LaptopHola
P3959,Bicycle,Sports,Football,459.48,20,Male,28,4,Positive,BicycleHola
P3960,Headphones,Electronics,Speakers,443.37,29,Male,29,5,Very Positive,HeadphonesHola
P3961,Sweater,Clothing,T-Shirts,49.1,57,Male,14,1,Neutral,SweaterHola
P3962,Sofa,Furniture,Table,340.52,30,Female,25,4,Positive,SofaHola
P3963,Laptop,Electronics,Speakers,1176.95,52,Female,1,4,Positive,LaptopHola
P3964,Dress,Clothing,Shoes,152.09,23,Male,7,5,Neutral,DressHola
P3965,Tablet,Electronics,Smartwatches,198.33,61,Female,18,3,Positive,TabletHola
P3966,Basketball,Sports,Football,762.8,43,Female,10,5,Very Positive,BasketballHola
P3967,Dishwasher,Home Appliances,Air Conditioner,162.69,42,Female,10,4,Positive,DishwasherHola
P3968,Jeans,Clothing,Jackets,41.97,63,Female,9,2,Neutral,JeansHola
P3969,Microwave,Home Appliances,Washing Machine,293.2,62,Female,15,4,Positive,MicrowaveHola
P3970,Couch,Furniture,Cabinet,1295.92,24,Female,38,5,Very Positive,CouchHola
P3971,Jacket,Clothing,T-Shirts,27.73,62,Male,3,2,Negative,JacketHola
P3972,Tablet,Electronics,Tablets,551.15,26,Female,5,4,Very Positive,TabletHola
P3973,Bookshelf,Furniture,Cabinet,950.24,56,Male,15,4,Positive,BookshelfHola
P3974,Sofa,Furniture,Chair,1374.35,19,Male,39,4,Positive,SofaHola
P3975,Chair,Furniture,Sofa,793.63,29,Female,12,5,Very Positive,ChairHola
P3976,Football,Sports,Yoga Mat,783.8,20,Male,45,4,Very Positive,FootballHola
P3977,Microwave,Home Appliances,Air Conditioner,145.67,29,Female,49,5,Positive,MicrowaveHola
P3978,Bicycle,Sports,Tennis Racket,490.86,32,Male,30,4,Positive,BicycleHola
P3979,Vacuum Cleaner,Home Appliances,Refrigerator,894.53,59,Female,12,4,Positive,Vacuum CleanerHola
P3980,Sofa,Furniture,Chair,868.08,27,Female,31,4,Very Positive,SofaHola
P3981,Foundation,Beauty,Nail Polish,91.13,55,Male,3,3,Neutral,FoundationHola
P3982,Dining Table,Furniture,Chair,716.43,51,Female,6,5,Positive,Dining TableHola
P3983,Vacuum Cleaner,Home Appliances,Refrigerator,298.64,61,Male,7,5,Very Positive,Vacuum CleanerHola
P3984,Soccer Ball,Sports,Football,702.72,61,Female,13,4,Positive,Soccer BallHola
P3985,Cabinet,Furniture,Chair,809.51,19,Female,20,4,Positive,CabinetHola
P3986,Basketball,Sports,Basketball,148.89,25,Female,14,4,Positive,BasketballHola
P3987,Vacuum Cleaner,Home Appliances,Air Conditioner,57.07,54,Female,7,3,Neutral,Vacuum CleanerHola
P3988,Shoes,Clothing,T-Shirts,70.86,51,Male,17,3,Positive,ShoesHola
P3989,Shoes,Clothing,Sweaters,105.64,26,Male,19,4,Positive,ShoesHola
P3990,Skincare Cream,Beauty,Fragrance,51.14,65,Male,7,5,Positive,Skincare CreamHola
P3991,Refrigerator,Home Appliances,Vacuum Cleaner,826.45,55,Female,18,5,Positive,RefrigeratorHola
P3992,Refrigerator,Home Appliances,Vacuum Cleaner,700.09,62,Female,4,5,Positive,RefrigeratorHola
P3993,Tablet,Electronics,Mobile Phones,947.86,44,Female,30,4,Positive,TabletHola
P3994,Bookshelf,Furniture,Bookshelf,334.51,56,Male,6,4,Positive,BookshelfHola
P3995,Washing Machine,Home Appliances,Refrigerator,263.55,36,Female,28,4,Very Positive,Washing MachineHola
P3996,Dress,Clothing,Pants,21.68,26,Male,38,2,Negative,DressHola
P3997,Tablet,Electronics,Mobile Phones,193.84,53,Male,13,4,Neutral,TabletHola
P3998,Bookshelf,Furniture,Bookshelf,894.45,35,Male,15,4,Very Positive,BookshelfHola
P3999,Shoes,Clothing,Sweaters,82.41,63,Male,15,3,Neutral,ShoesHola
P4000,Basketball,Sports,Basketball,636.39,62,Female,6,4,Very Positive,BasketballHola
P4001,Yoga Mat,Sports,Basketball,146.23,49,Female,29,3,Neutral,Yoga MatHola
P4002,Lipstick,Beauty,Fragrance,78.89,25,Male,11,5,Positive,LipstickHola
P4003,Shoes,Clothing,Pants,178.83,39,Female,27,4,Neutral,ShoesHola
P4004,Bicycle,Sports,Basketball,300.06,32,Male,14,5,Positive,BicycleHola
P4005,Sofa,Furniture,Table,175.12,30,Male,15,3,Neutral,SofaHola
P4006,Bluetooth Speaker,Electronics,Speakers,1397.55,62,Female,15,4,Very Positive,Bluetooth SpeakerHola
P4007,Headphones,Electronics,Speakers,1191.03,44,Male,10,5,Positive,HeadphonesHola
P4008,Vacuum Cleaner,Home Appliances,Vacuum Cleaner,446.73,41,Male,18,5,Very Positive,Vacuum CleanerHola
P4009,Perfume,Beauty,Makeup,100.2,30,Female,30,5,Positive,PerfumeHola
P4010,Foundation,Beauty,Hair Care,122.29,25,Female,46,3,Positive,FoundationHola
P4011,Jeans,Clothing,T-Shirts,83.87,52,Male,20,5,Positive,JeansHola
P4012,Basketball,Sports,Football,584.04,60,Female,9,4,Positive,BasketballHola
P4013,Wireless Mouse,Electronics,Headphones,567.61,38,Male,12,5,Positive,Wireless MouseHola
P4014,Couch,Furniture,Sofa,349.6,40,Male,12,4,Positive,CouchHola
P4015,Vacuum Cleaner,Home Appliances,Vacuum Cleaner,55.94,60,Female,12,5,Neutral,Vacuum CleanerHola
P4016,Shampoo,Beauty,Skin Care,194.29,27,Female,50,3,Positive,ShampooHola
P4017,Foundation,Beauty,Fragrance,56.63,43,Male,28,5,Neutral,FoundationHola
P4018,Sofa,Furniture,Table,1007.17,18,Male,40,5,Very Positive,SofaHola
P4019,Dishwasher,Home Appliances,Refrigerator,956.08,32,Male,24,4,Positive,DishwasherHola
P4020,Tennis Racket,Sports,Football,76.82,61,Male,6,5,Positive,Tennis RacketHola
P4021,Vacuum Cleaner,Home Appliances,Refrigerator,823.75,44,Male,12,4,Positive,Vacuum CleanerHola
P4022,Jeans,Clothing,Sweaters,62.51,30,Female,11,5,Positive,JeansHola
P4023,Wireless Mouse,Electronics,Headphones,90.33,61,Male,17,3,Positive,Wireless MouseHola
P4024,Sweater,Clothing,Jackets,64.44,36,Male,23,5,Neutral,SweaterHola
P4025,Basketball,Sports,Football,251.28,22,Female,22,4,Very Positive,BasketballHola
P4026,Basketball,Sports,Basketball,16.75,30,Male,10,3,Negative,BasketballHola
P4027,Dining Table,Furniture,Sofa,1067.48,19,Female,35,4,Positive,Dining TableHola
P4028,Foundation,Beauty,Nail Polish,167.22,31,Female,16,4,Positive,FoundationHola
P4029,Foundation,Beauty,Skin Care,198.72,34,Female,14,3,Positive,FoundationHola
P4030,Smartwatch,Electronics,Headphones,918.98,39,Male,12,5,Very Positive,SmartwatchHola
P4031,Foundation,Beauty,Fragrance,137.65,59,Female,10,5,Neutral,FoundationHola
P4032,Chair,Furniture,Table,385.48,47,Female,25,4,Positive,ChairHola
P4033,Soccer Ball,Sports,Basketball,20.65,38,Male,19,2,Negative,Soccer BallHola
P4034,Shampoo,Beauty,Fragrance,183.37,61,Female,16,5,Positive,ShampooHola
P4035,Microwave,Home Appliances,Air Conditioner,838.52,27,Male,6,5,Very Positive,MicrowaveHola
P4036,Basketball,Sports,Football,514.34,62,Male,1,4,Very Positive,BasketballHola
P4037,Couch,Furniture,Table,425.83,24,Female,15,4,Positive,CouchHola
P4038,Washing Machine,Home Appliances,Microwave,946.54,48,Female,15,5,Positive,Washing MachineHola
P4039,Bicycle,Sports,Bicycle,458.58,58,Female,11,4,Very Positive,BicycleHola
P4040,Nail Polish,Beauty,Nail Polish,151.66,53,Male,19,3,Positive,Nail PolishHola
